date,store,item,sales
2014-04-04,1,3,40
2014-04-05,1,3,35
2014-04-06,1,3,30
2014-04-07,1,3,33
2014-04-08,1,3,32
2014-04-09,1,3,31
2014-04-10,1,3,26
2014-04-11,1,3,31
2014-04-12,1,3,28
2014-04-13,1,3,36
2014-04-14,1,3,26
2014-04-15,1,3,26
2014-04-16,1,3,25
2014-04-17,1,3,39
2014-04-18,1,3,37
2014-04-19,1,3,35
2014-04-20,1,3,46
2014-04-21,1,3,37
2014-04-22,1,3,30
2014-04-23,1,3,30
2014-04-24,1,3,28
2014-04-25,1,3,34
2014-04-26,1,3,35
2014-04-27,1,3,29
2014-04-28,1,3,25
2014-04-29,1,3,30
2014-04-30,1,3,38
2014-05-01,1,3,33
2014-05-02,1,3,41
2014-05-03,1,3,46
2014-05-04,1,3,40
2014-05-05,1,3,33
2014-05-06,1,3,23
2014-05-07,1,3,43
2014-05-08,1,3,30
2014-05-09,1,3,35
2014-05-10,1,3,38
2014-05-11,1,3,46
2014-05-12,1,3,27
2014-05-13,1,3,37
2014-05-14,1,3,28
2014-05-15,1,3,42
2014-05-16,1,3,43
2014-05-17,1,3,49
2014-05-18,1,3,49
2014-05-19,1,3,30
2014-05-20,1,3,37
2014-05-21,1,3,41
2014-05-22,1,3,37
2014-05-23,1,3,37
2014-05-24,1,3,38
2014-05-25,1,3,57
2014-05-26,1,3,30
2014-05-27,1,3,37
2014-05-28,1,3,36
2014-05-29,1,3,37
2014-05-30,1,3,31
2014-05-31,1,3,37
2014-06-01,1,3,45
2014-06-02,1,3,44
2014-06-03,1,3,34
2014-06-04,1,3,22
2014-06-05,1,3,31
2014-06-06,1,3,40
2014-06-07,1,3,33
2014-06-08,1,3,52
2014-06-09,1,3,33
2014-06-10,1,3,33
2014-06-11,1,3,42
2014-06-12,1,3,44
2014-06-13,1,3,33
2014-06-14,1,3,48
2014-06-15,1,3,49
2014-06-16,1,3,28
2014-06-17,1,3,31
2014-06-18,1,3,33
2014-06-19,1,3,45
2014-06-20,1,3,33
2014-06-21,1,3,36
2014-06-22,1,3,47
2014-06-23,1,3,30
2014-06-24,1,3,38
2014-06-25,1,3,32
2014-06-26,1,3,43
2014-06-27,1,3,30
2014-06-28,1,3,45
2014-06-29,1,3,53
2014-06-30,1,3,22
2014-07-01,1,3,27
2014-07-02,1,3,35
2014-07-03,1,3,34
2014-07-04,1,3,48
2014-07-05,1,3,53
2014-07-06,1,3,39
2014-07-07,1,3,37
2014-07-08,1,3,37
2014-07-09,1,3,27
2014-07-10,1,3,44
2014-07-11,1,3,46
2014-07-12,1,3,35
2014-07-13,1,3,38
2014-07-14,1,3,36
2014-07-15,1,3,39
2014-07-16,1,3,31
2014-07-17,1,3,28
2014-07-18,1,3,52
2014-07-19,1,3,58
2014-07-20,1,3,65
2014-07-21,1,3,24
2014-07-22,1,3,25
2014-07-23,1,3,43
2014-07-24,1,3,38
2014-07-25,1,3,37
2014-07-26,1,3,51
2014-07-27,1,3,43
2014-07-28,1,3,31
2014-07-29,1,3,36
2014-07-30,1,3,37
2014-07-31,1,3,30
2014-08-01,1,3,34
2014-08-02,1,3,43
2014-08-03,1,3,45
2014-08-04,1,3,40
2014-08-05,1,3,36
2014-08-06,1,3,39
2014-08-07,1,3,34
2014-08-08,1,3,41
2014-08-09,1,3,38
2014-08-10,1,3,50
2014-08-11,1,3,27
2014-08-12,1,3,36
2014-08-13,1,3,34
2014-08-14,1,3,39
2014-08-15,1,3,32
2014-08-16,1,3,34
2014-08-17,1,3,57
2014-08-18,1,3,24
2014-08-19,1,3,25
2014-08-20,1,3,30
2014-08-21,1,3,34
2014-08-22,1,3,39
2014-08-23,1,3,42
2014-08-24,1,3,40
2014-08-25,1,3,30
2014-08-26,1,3,22
2014-08-27,1,3,22
2014-08-28,1,3,40
2014-08-29,1,3,33
2014-08-30,1,3,39
2014-08-31,1,3,37
2014-09-01,1,3,25
2014-09-02,1,3,21
2014-09-03,1,3,34
2014-09-04,1,3,21
2014-09-05,1,3,44
2014-09-06,1,3,34
2014-09-07,1,3,34
2014-09-08,1,3,24
2014-09-09,1,3,27
2014-09-10,1,3,29
2014-09-11,1,3,25
2014-09-12,1,3,44
2014-09-13,1,3,39
2014-09-14,1,3,52
2014-09-15,1,3,29
2014-09-16,1,3,32
2014-09-17,1,3,29
2014-09-18,1,3,38
2014-09-19,1,3,34
2014-09-20,1,3,40
2014-09-21,1,3,41
2014-09-22,1,3,32
2014-09-23,1,3,22
2014-09-24,1,3,34
2014-09-25,1,3,25
2014-09-26,1,3,22
2014-09-27,1,3,39
2014-09-28,1,3,43
2014-09-29,1,3,26
2014-09-30,1,3,32
2014-10-01,1,3,26
2014-10-02,1,3,31
2014-10-03,1,3,34
2014-10-04,1,3,37
2014-10-05,1,3,39
2014-10-06,1,3,28
2014-10-07,1,3,33
2014-10-08,1,3,25
2014-10-09,1,3,28
2014-10-10,1,3,33
2014-10-11,1,3,36
2014-10-12,1,3,54
2014-10-13,1,3,33
2014-10-14,1,3,20
2014-10-15,1,3,20
2014-10-16,1,3,34
2014-10-17,1,3,35
2014-10-18,1,3,38
2014-10-19,1,3,25
2014-10-20,1,3,21
2014-10-21,1,3,35
2014-10-22,1,3,31
2014-10-23,1,3,30
2014-10-24,1,3,28
2014-10-25,1,3,33
2014-10-26,1,3,44
2014-10-27,1,3,25
2014-10-28,1,3,27
2014-10-29,1,3,27
2014-10-30,1,3,39
2014-10-31,1,3,32
2014-11-01,1,3,31
2014-11-02,1,3,52
2014-11-03,1,3,26
2014-11-04,1,3,35
2014-11-05,1,3,25
2014-11-06,1,3,27
2014-11-07,1,3,28
2014-11-08,1,3,38
2014-11-09,1,3,33
2014-11-10,1,3,26
2014-11-11,1,3,39
2014-11-12,1,3,36
2014-11-13,1,3,30
2014-11-14,1,3,43
2014-11-15,1,3,40
2014-11-16,1,3,48
2014-11-17,1,3,21
2014-11-18,1,3,22
2014-11-19,1,3,41
2014-11-20,1,3,41
2014-11-21,1,3,44
2014-11-22,1,3,38
2014-11-23,1,3,41
2014-11-24,1,3,30
2014-11-25,1,3,34
2014-11-26,1,3,25
2014-11-27,1,3,24
2014-11-28,1,3,32
2014-11-29,1,3,31
2014-11-30,1,3,39
2014-12-01,1,3,24
2014-12-02,1,3,22
2014-12-03,1,3,25
2014-12-04,1,3,24
2014-12-05,1,3,27
2014-12-06,1,3,28
2014-12-07,1,3,29
2014-12-08,1,3,25
2014-12-09,1,3,21
2014-12-10,1,3,14
2014-12-11,1,3,19
2014-12-12,1,3,27
2014-12-13,1,3,22
2014-12-14,1,3,32
2014-12-15,1,3,15
2014-12-16,1,3,17
2014-12-17,1,3,25
2014-12-18,1,3,18
2014-12-19,1,3,25
2014-12-20,1,3,27
2014-12-21,1,3,29
2014-12-22,1,3,22
2014-12-23,1,3,22
2014-12-24,1,3,24
2014-12-25,1,3,17
2014-12-26,1,3,25
2014-12-27,1,3,25
2014-12-28,1,3,27
2014-12-29,1,3,25
2014-12-30,1,3,22
2014-12-31,1,3,25
2015-01-01,1,3,18
2015-01-02,1,3,25
2015-01-03,1,3,28
2015-01-04,1,3,28
2015-01-05,1,3,20
2015-01-06,1,3,16
2015-01-07,1,3,19
2015-01-08,1,3,20
2015-01-09,1,3,29
2015-01-10,1,3,19
2015-01-11,1,3,33
2015-01-12,1,3,24
2015-01-13,1,3,24
2015-01-14,1,3,26
2015-01-15,1,3,27
2015-01-16,1,3,28
2015-01-17,1,3,24
2015-01-18,1,3,35
2015-01-19,1,3,19
2015-01-20,1,3,17
2015-01-21,1,3,15
2015-01-22,1,3,22
2015-01-23,1,3,26
2015-01-24,1,3,24
2015-01-25,1,3,30
2015-01-26,1,3,20
2015-01-27,1,3,17
2015-01-28,1,3,25
2015-01-29,1,3,21
2015-01-30,1,3,15
2015-01-31,1,3,25
2015-02-01,1,3,32
2015-02-02,1,3,13
2015-02-03,1,3,15
2015-02-04,1,3,24
2015-02-05,1,3,20
2015-02-06,1,3,20
2015-02-07,1,3,38
2015-02-08,1,3,38
2015-02-09,1,3,19
2015-02-10,1,3,25
2015-02-11,1,3,22
2015-02-12,1,3,19
2015-02-13,1,3,15
2015-02-14,1,3,28
2015-02-15,1,3,35
2015-02-16,1,3,22
2015-02-17,1,3,23
2015-02-18,1,3,22
2015-02-19,1,3,29
2015-02-20,1,3,21
2015-02-21,1,3,27
2015-02-22,1,3,26
2015-02-23,1,3,21
2015-02-24,1,3,19
2015-02-25,1,3,23
2015-02-26,1,3,26
2015-02-27,1,3,30
2015-02-28,1,3,18
2015-03-01,1,3,26
2015-03-02,1,3,26
2015-03-03,1,3,19
2015-03-04,1,3,21
2015-03-05,1,3,34
2015-03-06,1,3,26
2015-03-07,1,3,30
2015-03-08,1,3,36
2015-03-09,1,3,29
2015-03-10,1,3,30
2015-03-11,1,3,24
2015-03-12,1,3,25
2015-03-13,1,3,33
2015-03-14,1,3,35
2015-03-15,1,3,46
2015-03-16,1,3,20
2015-03-17,1,3,23
2015-03-18,1,3,29
2015-03-19,1,3,33
2015-03-20,1,3,44
2015-03-21,1,3,35
2015-03-22,1,3,32
2015-03-23,1,3,28
2015-03-24,1,3,22
2015-03-25,1,3,22
2015-03-26,1,3,30
2015-03-27,1,3,30
2015-03-28,1,3,35
2015-03-29,1,3,31
2015-03-30,1,3,19
2015-03-31,1,3,35
2015-04-01,1,3,38
2015-04-02,1,3,34
2015-04-03,1,3,37
2015-04-04,1,3,38
2015-04-05,1,3,35
2015-04-06,1,3,36
2015-04-07,1,3,45
2015-04-08,1,3,27
2015-04-09,1,3,37
2015-04-10,1,3,39
2015-04-11,1,3,39
2015-04-12,1,3,41
2015-04-13,1,3,24
2015-04-14,1,3,21
2015-04-15,1,3,29
2015-04-16,1,3,33
2015-04-17,1,3,37
2015-04-18,1,3,35
2015-04-19,1,3,54
2015-04-20,1,3,26
2015-04-21,1,3,33
2015-04-22,1,3,35
2015-04-23,1,3,29
2015-04-24,1,3,32
2015-04-25,1,3,57
2015-04-26,1,3,41
2015-04-27,1,3,22
2015-04-28,1,3,30
2015-04-29,1,3,32
2015-04-30,1,3,42
2015-05-01,1,3,49
2015-05-02,1,3,50
2015-05-03,1,3,60
2015-05-04,1,3,36
2015-05-05,1,3,29
2015-05-06,1,3,31
2015-05-07,1,3,39
2015-05-08,1,3,30
2015-05-09,1,3,42
2015-05-10,1,3,50
2015-05-11,1,3,31
2015-05-12,1,3,26
2015-05-13,1,3,41
2015-05-14,1,3,44
2015-05-15,1,3,52
2015-05-16,1,3,41
2015-05-17,1,3,37
2015-05-18,1,3,33
2015-05-19,1,3,33
2015-05-20,1,3,31
2015-05-21,1,3,39
2015-05-22,1,3,40
2015-05-23,1,3,47
2015-05-24,1,3,38
2015-05-25,1,3,34
2015-05-26,1,3,47
2015-05-27,1,3,37
2015-05-28,1,3,43
2015-05-29,1,3,40
2015-05-30,1,3,37
2015-05-31,1,3,49
2015-06-01,1,3,29
2015-06-02,1,3,30
2015-06-03,1,3,40
2015-06-04,1,3,43
2015-06-05,1,3,46
2015-06-06,1,3,49
2015-06-07,1,3,48
2015-06-08,1,3,36
2015-06-09,1,3,43
2015-06-10,1,3,51
2015-06-11,1,3,42
2015-06-12,1,3,45
2015-06-13,1,3,43
2015-06-14,1,3,41
2015-06-15,1,3,38
2015-06-16,1,3,39
2015-06-17,1,3,40
2015-06-18,1,3,42
2015-06-19,1,3,58
2015-06-20,1,3,34
2015-06-21,1,3,44
2015-06-22,1,3,27
2015-06-23,1,3,51
2015-06-24,1,3,48
2015-06-25,1,3,43
2015-06-26,1,3,50
2015-06-27,1,3,34
2015-06-28,1,3,35
2015-06-29,1,3,25
2015-06-30,1,3,21
2015-07-01,1,3,36
2015-07-02,1,3,37
2015-07-03,1,3,35
2015-07-04,1,3,49
2015-07-05,1,3,53
2015-07-06,1,3,27
2015-07-07,1,3,38
2015-07-08,1,3,39
2015-07-09,1,3,26
2015-07-10,1,3,52
2015-07-11,1,3,59
2015-07-12,1,3,61
2015-07-13,1,3,30
2015-07-14,1,3,46
2015-07-15,1,3,34
2015-07-16,1,3,44
2015-07-17,1,3,49
2015-07-18,1,3,54
2015-07-19,1,3,45
2015-07-20,1,3,38
2015-07-21,1,3,43
2015-07-22,1,3,38
2015-07-23,1,3,41
2015-07-24,1,3,53
2015-07-25,1,3,53
2015-07-26,1,3,57
2015-07-27,1,3,23
2015-07-28,1,3,49
2015-07-29,1,3,38
2015-07-30,1,3,36
2015-07-31,1,3,42
2015-08-01,1,3,41
2015-08-02,1,3,35
2015-08-03,1,3,30
2015-08-04,1,3,31
2015-08-05,1,3,40
2015-08-06,1,3,40
2015-08-07,1,3,42
2015-08-08,1,3,36
2015-08-09,1,3,37
2015-08-10,1,3,28
2015-08-11,1,3,39
2015-08-12,1,3,40
2015-08-13,1,3,34
2015-08-14,1,3,34
2015-08-15,1,3,45
2015-08-16,1,3,47
2015-08-17,1,3,29
2015-08-18,1,3,24
2015-08-19,1,3,33
2015-08-20,1,3,50
2015-08-21,1,3,36
2015-08-22,1,3,45
2015-08-23,1,3,42
2015-08-24,1,3,26
2015-08-25,1,3,37
2015-08-26,1,3,31
2015-08-27,1,3,47
2015-08-28,1,3,41
2015-08-29,1,3,48
2015-08-30,1,3,50
2015-08-31,1,3,40
2015-09-01,1,3,27
2015-09-02,1,3,27
2015-09-03,1,3,33
2015-09-04,1,3,43
2015-09-05,1,3,37
2015-09-06,1,3,35
2015-09-07,1,3,33
2015-09-08,1,3,36
2015-09-09,1,3,39
2015-09-10,1,3,43
2015-09-11,1,3,37
2015-09-12,1,3,60
2015-09-13,1,3,47
2015-09-14,1,3,26
2015-09-15,1,3,25
2015-09-16,1,3,36
2015-09-17,1,3,44
2015-09-18,1,3,26
2015-09-19,1,3,38
2015-09-20,1,3,42
2015-09-21,1,3,36
2015-09-22,1,3,36
2015-09-23,1,3,29
2015-09-24,1,3,37
2015-09-25,1,3,43
2015-09-26,1,3,43
2015-09-27,1,3,55
2015-09-28,1,3,27
2015-09-29,1,3,39
2015-09-30,1,3,33
2015-10-01,1,3,26
2015-10-02,1,3,21
2015-10-03,1,3,40
2015-10-04,1,3,41
2015-10-05,1,3,31
2015-10-06,1,3,31
2015-10-07,1,3,34
2015-10-08,1,3,34
2015-10-09,1,3,32
2015-10-10,1,3,37
2015-10-11,1,3,35
2015-10-12,1,3,28
2015-10-13,1,3,44
2015-10-14,1,3,30
2015-10-15,1,3,26
2015-10-16,1,3,24
2015-10-17,1,3,32
2015-10-18,1,3,36
2015-10-19,1,3,32
2015-10-20,1,3,31
2015-10-21,1,3,36
2015-10-22,1,3,39
2015-10-23,1,3,33
2015-10-24,1,3,32
2015-10-25,1,3,39
2015-10-26,1,3,30
2015-10-27,1,3,40
2015-10-28,1,3,38
2015-10-29,1,3,38
2015-10-30,1,3,37
2015-10-31,1,3,34
2015-11-01,1,3,46
2015-11-02,1,3,22
2015-11-03,1,3,28
2015-11-04,1,3,25
2015-11-05,1,3,37
2015-11-06,1,3,37
2015-11-07,1,3,39
2015-11-08,1,3,47
2015-11-09,1,3,27
2015-11-10,1,3,22
2015-11-11,1,3,42
2015-11-12,1,3,42
2015-11-13,1,3,32
2015-11-14,1,3,43
2015-11-15,1,3,43
2015-11-16,1,3,30
2015-11-17,1,3,34
2015-11-18,1,3,36
2015-11-19,1,3,29
2015-11-20,1,3,43
2015-11-21,1,3,36
2015-11-22,1,3,43
2015-11-23,1,3,25
2015-11-24,1,3,27
2015-11-25,1,3,32
2015-11-26,1,3,38
2015-11-27,1,3,32
2015-11-28,1,3,41
2015-11-29,1,3,49
2015-11-30,1,3,32
2015-12-01,1,3,15
2015-12-02,1,3,22
2015-12-03,1,3,12
2015-12-04,1,3,23
2015-12-05,1,3,33
2015-12-06,1,3,40
2015-12-07,1,3,20
2015-12-08,1,3,24
2015-12-09,1,3,19
2015-12-10,1,3,30
2015-12-11,1,3,25
2015-12-12,1,3,34
2015-12-13,1,3,39
2015-12-14,1,3,22
2015-12-15,1,3,24
2015-12-16,1,3,26
2015-12-17,1,3,23
2015-12-18,1,3,36
2015-12-19,1,3,24
2015-12-20,1,3,22
2015-12-21,1,3,18
2015-12-22,1,3,29
2015-12-23,1,3,22
2015-12-24,1,3,32
2015-12-25,1,3,20
2015-12-26,1,3,23
2015-12-27,1,3,19
2015-12-28,1,3,8
2015-12-29,1,3,28
2015-12-30,1,3,21
2015-12-31,1,3,17
2016-01-01,1,3,23
2016-01-02,1,3,22
2016-01-03,1,3,31
2016-01-04,1,3,23
2016-01-05,1,3,18
2016-01-06,1,3,20
2016-01-07,1,3,24
2016-01-08,1,3,40
2016-01-09,1,3,31
2016-01-10,1,3,35
2016-01-11,1,3,15
2016-01-12,1,3,34
2016-01-13,1,3,24
2016-01-14,1,3,27
2016-01-15,1,3,27
2016-01-16,1,3,27
2016-01-17,1,3,31
2016-01-18,1,3,22
2016-01-19,1,3,21
2016-01-20,1,3,20
2016-01-21,1,3,22
2016-01-22,1,3,29
2016-01-23,1,3,32
2016-01-24,1,3,31
2016-01-25,1,3,21
2016-01-26,1,3,18
2016-01-27,1,3,21
2016-01-28,1,3,22
2016-01-29,1,3,26
2016-01-30,1,3,27
2016-01-31,1,3,31
2016-02-01,1,3,14
2016-02-02,1,3,28
2016-02-03,1,3,26
2016-02-04,1,3,27
2016-02-05,1,3,32
2016-02-06,1,3,34
2016-02-07,1,3,33
2016-02-08,1,3,22
2016-02-09,1,3,35
2016-02-10,1,3,33
2016-02-11,1,3,27
2016-02-12,1,3,24
2016-02-13,1,3,33
2016-02-14,1,3,30
2016-02-15,1,3,18
2016-02-16,1,3,30
2016-02-17,1,3,22
2016-02-18,1,3,25
2016-02-19,1,3,27
2016-02-20,1,3,27
2016-02-21,1,3,37
2016-02-22,1,3,27
2016-02-23,1,3,28
2016-02-24,1,3,32
2016-02-25,1,3,20
2016-02-26,1,3,27
2016-02-27,1,3,21
2016-02-28,1,3,32
2016-02-29,1,3,20
2016-03-01,1,3,32
2016-03-02,1,3,22
2016-03-03,1,3,40
2016-03-04,1,3,36
2016-03-05,1,3,43
2016-03-06,1,3,35
2016-03-07,1,3,26
2016-03-08,1,3,34
2016-03-09,1,3,38
2016-03-10,1,3,46
2016-03-11,1,3,26
2016-03-12,1,3,38
2016-03-13,1,3,34
2016-03-14,1,3,18
2016-03-15,1,3,24
2016-03-16,1,3,28
2016-03-17,1,3,24
2016-03-18,1,3,37
2016-03-19,1,3,44
2016-03-20,1,3,39
2016-03-21,1,3,21
2016-03-22,1,3,25
2016-03-23,1,3,36
2016-03-24,1,3,30
2016-03-25,1,3,44
2016-03-26,1,3,37
2016-03-27,1,3,37
2016-03-28,1,3,27
2016-03-29,1,3,30
2016-03-30,1,3,21
2016-03-31,1,3,29
2016-04-01,1,3,40
2016-04-02,1,3,28
2016-04-03,1,3,43
2016-04-04,1,3,36
2016-04-05,1,3,32
2016-04-06,1,3,35
2016-04-07,1,3,40
2016-04-08,1,3,50
2016-04-09,1,3,36
2016-04-10,1,3,67
2016-04-11,1,3,33
2016-04-12,1,3,29
2016-04-13,1,3,28
2016-04-14,1,3,38
2016-04-15,1,3,34
2016-04-16,1,3,48
2016-04-17,1,3,39
2016-04-18,1,3,26
2016-04-19,1,3,23
2016-04-20,1,3,43
2016-04-21,1,3,43
2016-04-22,1,3,35
2016-04-23,1,3,44
2016-04-24,1,3,43
2016-04-25,1,3,34
2016-04-26,1,3,32
2016-04-27,1,3,31
2016-04-28,1,3,34
2016-04-29,1,3,32
2016-04-30,1,3,37
2016-05-01,1,3,53
2016-05-02,1,3,30
2016-05-03,1,3,35
2016-05-04,1,3,37
2016-05-05,1,3,59
2016-05-06,1,3,50
2016-05-07,1,3,54
2016-05-08,1,3,49
2016-05-09,1,3,40
2016-05-10,1,3,35
2016-05-11,1,3,39
2016-05-12,1,3,39
2016-05-13,1,3,44
2016-05-14,1,3,32
2016-05-15,1,3,46
2016-05-16,1,3,36
2016-05-17,1,3,34
2016-05-18,1,3,43
2016-05-19,1,3,44
2016-05-20,1,3,46
2016-05-21,1,3,51
2016-05-22,1,3,43
2016-05-23,1,3,36
2016-05-24,1,3,34
2016-05-25,1,3,39
2016-05-26,1,3,52
2016-05-27,1,3,34
2016-05-28,1,3,55
2016-05-29,1,3,33
2016-05-30,1,3,36
2016-05-31,1,3,39
2016-06-01,1,3,40
2016-06-02,1,3,48
2016-06-03,1,3,40
2016-06-04,1,3,57
2016-06-05,1,3,48
2016-06-06,1,3,19
2016-06-07,1,3,43
2016-06-08,1,3,36
2016-06-09,1,3,32
2016-06-10,1,3,50
2016-06-11,1,3,36
2016-06-12,1,3,59
2016-06-13,1,3,38
2016-06-14,1,3,43
2016-06-15,1,3,52
2016-06-16,1,3,37
2016-06-17,1,3,50
2016-06-18,1,3,47
2016-06-19,1,3,46
2016-06-20,1,3,35
2016-06-21,1,3,40
2016-06-22,1,3,34
2016-06-23,1,3,46
2016-06-24,1,3,43
2016-06-25,1,3,42
2016-06-26,1,3,57
2016-06-27,1,3,24
2016-06-28,1,3,40
2016-06-29,1,3,38
2016-06-30,1,3,56
2016-07-01,1,3,51
2016-07-02,1,3,35
2016-07-03,1,3,54
2016-07-04,1,3,35
2016-07-05,1,3,53
2016-07-06,1,3,40
2016-07-07,1,3,41
2016-07-08,1,3,31
2016-07-09,1,3,55
2016-07-10,1,3,54
2016-07-11,1,3,41
2016-07-12,1,3,41
2016-07-13,1,3,39
2016-07-14,1,3,57
2016-07-15,1,3,47
2016-07-16,1,3,50
2016-07-17,1,3,60
2016-07-18,1,3,44
2016-07-19,1,3,43
2016-07-20,1,3,46
2016-07-21,1,3,45
2016-07-22,1,3,51
2016-07-23,1,3,49
2016-07-24,1,3,70
2016-07-25,1,3,39
2016-07-26,1,3,35
2016-07-27,1,3,37
2016-07-28,1,3,55
2016-07-29,1,3,45
2016-07-30,1,3,50
2016-07-31,1,3,50
2016-08-01,1,3,17
2016-08-02,1,3,35
2016-08-03,1,3,36
2016-08-04,1,3,35
2016-08-05,1,3,36
2016-08-06,1,3,46
2016-08-07,1,3,38
2016-08-08,1,3,36
2016-08-09,1,3,50
2016-08-10,1,3,26
2016-08-11,1,3,37
2016-08-12,1,3,48
2016-08-13,1,3,52
2016-08-14,1,3,46
2016-08-15,1,3,31
2016-08-16,1,3,35
2016-08-17,1,3,36
2016-08-18,1,3,36
2016-08-19,1,3,41
2016-08-20,1,3,48
2016-08-21,1,3,38
2016-08-22,1,3,30
2016-08-23,1,3,36
2016-08-24,1,3,46
2016-08-25,1,3,43
2016-08-26,1,3,47
2016-08-27,1,3,40
2016-08-28,1,3,43
2016-08-29,1,3,41
2016-08-30,1,3,25
2016-08-31,1,3,43
2016-09-01,1,3,31
2016-09-02,1,3,39
2016-09-03,1,3,48
2016-09-04,1,3,49
2016-09-05,1,3,30
2016-09-06,1,3,35
2016-09-07,1,3,33
2016-09-08,1,3,37
2016-09-09,1,3,49
2016-09-10,1,3,41
2016-09-11,1,3,42
2016-09-12,1,3,34
2016-09-13,1,3,31
2016-09-14,1,3,41
2016-09-15,1,3,39
2016-09-16,1,3,58
2016-09-17,1,3,36
2016-09-18,1,3,45
2016-09-19,1,3,29
2016-09-20,1,3,42
2016-09-21,1,3,34
2016-09-22,1,3,41
2016-09-23,1,3,36
2016-09-24,1,3,44
2016-09-25,1,3,41
2016-09-26,1,3,38
2016-09-27,1,3,31
2016-09-28,1,3,30
2016-09-29,1,3,36
2016-09-30,1,3,43
2016-10-01,1,3,38
2016-10-02,1,3,48
2016-10-03,1,3,30
2016-10-04,1,3,24
2016-10-05,1,3,21
2016-10-06,1,3,42
2016-10-07,1,3,39
2016-10-08,1,3,35
2016-10-09,1,3,40
2016-10-10,1,3,30
2016-10-11,1,3,32
2016-10-12,1,3,39
2016-10-13,1,3,31
2016-10-14,1,3,30
2016-10-15,1,3,42
2016-10-16,1,3,48
2016-10-17,1,3,30
2016-10-18,1,3,27
2016-10-19,1,3,31
2016-10-20,1,3,35
2016-10-21,1,3,28
2016-10-22,1,3,41
2016-10-23,1,3,43
2016-10-24,1,3,26
2016-10-25,1,3,32
2016-10-26,1,3,30
2016-10-27,1,3,29
2016-10-28,1,3,37
2016-10-29,1,3,42
2016-10-30,1,3,44
2016-10-31,1,3,32
2016-11-01,1,3,40
2016-11-02,1,3,29
2016-11-03,1,3,41
2016-11-04,1,3,45
2016-11-05,1,3,35
2016-11-06,1,3,44
2016-11-07,1,3,22
2016-11-08,1,3,31
2016-11-09,1,3,36
2016-11-10,1,3,37
2016-11-11,1,3,39
2016-11-12,1,3,43
2016-11-13,1,3,56
2016-11-14,1,3,26
2016-11-15,1,3,39
2016-11-16,1,3,29
2016-11-17,1,3,36
2016-11-18,1,3,38
2016-11-19,1,3,44
2016-11-20,1,3,53
2016-11-21,1,3,27
2016-11-22,1,3,46
2016-11-23,1,3,40
2016-11-24,1,3,37
2016-11-25,1,3,40
2016-11-26,1,3,50
2016-11-27,1,3,38
2016-11-28,1,3,21
2016-11-29,1,3,44
2016-11-30,1,3,28
2016-12-01,1,3,20
2016-12-02,1,3,28
2016-12-03,1,3,25
2016-12-04,1,3,36
2016-12-05,1,3,19
2016-12-06,1,3,28
2016-12-07,1,3,28
2016-12-08,1,3,23
2016-12-09,1,3,38
2016-12-10,1,3,37
2016-12-11,1,3,33
2016-12-12,1,3,18
2016-12-13,1,3,31
2016-12-14,1,3,21
2016-12-15,1,3,22
2016-12-16,1,3,25
2016-12-17,1,3,23
2016-12-18,1,3,25
2016-12-19,1,3,21
2016-12-20,1,3,24
2016-12-21,1,3,26
2016-12-22,1,3,24
2016-12-23,1,3,26
2016-12-24,1,3,37
2016-12-25,1,3,38
2016-12-26,1,3,23
2016-12-27,1,3,29
2016-12-28,1,3,22
2016-12-29,1,3,26
2016-12-30,1,3,26
2016-12-31,1,3,29
2017-01-01,1,3,36
2017-01-02,1,3,23
2017-01-03,1,3,20
2017-01-04,1,3,23
2017-01-05,1,3,25
2017-01-06,1,3,23
2017-01-07,1,3,26
2017-01-08,1,3,32
2017-01-09,1,3,23
2017-01-10,1,3,17
2017-01-11,1,3,15
2017-01-12,1,3,37
2017-01-13,1,3,31
2017-01-14,1,3,30
2017-01-15,1,3,22
2017-01-16,1,3,19
2017-01-17,1,3,20
2017-01-18,1,3,34
2017-01-19,1,3,22
2017-01-20,1,3,26
2017-01-21,1,3,33
2017-01-22,1,3,33
2017-01-23,1,3,17
2017-01-24,1,3,19
2017-01-25,1,3,25
2017-01-26,1,3,17
2017-01-27,1,3,28
2017-01-28,1,3,30
2017-01-29,1,3,27
2017-01-30,1,3,27
2017-01-31,1,3,28
2017-02-01,1,3,25
2017-02-02,1,3,20
2017-02-03,1,3,31
2017-02-04,1,3,19
2017-02-05,1,3,38
2017-02-06,1,3,23
2017-02-07,1,3,27
2017-02-08,1,3,20
2017-02-09,1,3,30
2017-02-10,1,3,37
2017-02-11,1,3,23
2017-02-12,1,3,31
2017-02-13,1,3,28
2017-02-14,1,3,19
2017-02-15,1,3,22
2017-02-16,1,3,33
2017-02-17,1,3,29
2017-02-18,1,3,39
2017-02-19,1,3,34
2017-02-20,1,3,24
2017-02-21,1,3,29
2017-02-22,1,3,25
2017-02-23,1,3,19
2017-02-24,1,3,35
2017-02-25,1,3,29
2017-02-26,1,3,32
2017-02-27,1,3,25
2017-02-28,1,3,31
2017-03-01,1,3,40
2017-03-02,1,3,34
2017-03-03,1,3,32
2017-03-04,1,3,32
2017-03-05,1,3,41
2017-03-06,1,3,19
2017-03-07,1,3,30
2017-03-08,1,3,35
2017-03-09,1,3,27
2017-03-10,1,3,36
2017-03-11,1,3,35
2017-03-12,1,3,34
2017-03-13,1,3,28
2017-03-14,1,3,34
