userid,version,sum_gamerounds,retention_1,retention_7
3280470,gate_40,29,True,False
3281549,gate_30,19,True,True
3282617,gate_40,11,False,False
3287869,gate_40,13,False,False
3295481,gate_40,17,True,False
3296620,gate_40,52,False,False
3296625,gate_30,6,False,False
3299876,gate_30,34,True,False
3299898,gate_40,11,False,False
3302544,gate_30,3,False,False
3312812,gate_30,1,False,False
3315918,gate_40,37,True,False
3316114,gate_30,11,False,False
3325258,gate_30,75,True,False
3327028,gate_30,82,True,False
3329256,gate_40,8,False,False
3332362,gate_40,89,True,False
3332752,gate_40,451,True,True
3335064,gate_30,34,True,False
3340510,gate_40,20,False,False
3344113,gate_40,45,True,False
3346992,gate_40,185,True,False
3348536,gate_40,6,False,False
3352367,gate_40,66,True,False
3366166,gate_40,118,True,True
3367056,gate_30,164,True,True
3374285,gate_30,1,False,True
3374429,gate_30,46,True,False
3382348,gate_30,1,False,False
3386199,gate_40,96,True,False
3388858,gate_30,4,False,False
3389093,gate_30,6,False,False
3393279,gate_40,56,True,False
3395836,gate_40,19,True,False
3396471,gate_40,10,False,False
3397497,gate_30,23,True,False
3397523,gate_30,205,True,True
3398590,gate_40,3,True,False
3406360,gate_30,37,True,False
3406574,gate_30,34,False,False
3408995,gate_40,11,True,False
3409952,gate_30,3,False,False
3420819,gate_30,30,True,True
3420973,gate_30,1,False,False
3422234,gate_40,9,False,False
3422545,gate_30,27,False,False
3423826,gate_30,7,True,False
3424176,gate_40,3,False,False
3427761,gate_30,86,True,False
3428766,gate_30,3,False,False
3432111,gate_40,6,True,False
3432230,gate_30,63,True,False
3432346,gate_30,48,True,False
3435718,gate_30,2,False,False
3435979,gate_40,1,False,False
3438038,gate_30,406,True,True
3444754,gate_30,32,True,False
3447319,gate_40,7,False,False
3455873,gate_40,60,False,True
3460312,gate_40,14,True,False
3473254,gate_30,35,True,False
3481501,gate_40,2,False,False
3487813,gate_40,2,False,False
3490198,gate_30,19,True,False
3491389,gate_30,0,False,False
3495734,gate_40,159,True,False
3496688,gate_30,48,True,False
3499911,gate_40,24,False,False
3501927,gate_30,0,False,False
3503475,gate_30,91,True,False
3515228,gate_30,2,False,False
3524826,gate_30,14,False,False
3525743,gate_40,26,False,False
3525907,gate_40,167,True,True
3529296,gate_40,47,True,False
3529971,gate_40,6,False,False
3530071,gate_30,9,False,False
3534423,gate_30,7,True,False
3537780,gate_30,25,False,False
3545222,gate_30,45,False,False
3549979,gate_30,4,False,False
3550576,gate_30,32,False,True
3550901,gate_40,12,True,False
3558203,gate_30,5,False,False
3559278,gate_40,35,True,True
3559353,gate_40,217,True,False
3559355,gate_30,13,True,False
3561332,gate_40,0,False,False
3564910,gate_30,9,False,False
3565408,gate_40,62,False,False
3566822,gate_40,45,True,True
3576517,gate_40,3,False,False
3587310,gate_40,18,False,False
3594557,gate_30,22,True,False
3601770,gate_30,226,True,True
3602975,gate_30,0,False,False
3605844,gate_30,5,True,False
3608455,gate_40,107,False,False
3611224,gate_30,6,True,False
3614332,gate_30,112,True,False
3618830,gate_30,141,True,True
3619540,gate_40,14,False,False
3626740,gate_30,88,True,False
3627198,gate_40,7,False,False
3633045,gate_30,183,True,False
3636138,gate_30,62,True,False
3636686,gate_40,6,True,False
3637598,gate_40,12,False,False
3639605,gate_40,16,True,False
3639736,gate_30,1,False,False
3641872,gate_30,3,False,False
3641937,gate_30,14,True,False
3642460,gate_40,7,False,False
3643269,gate_40,17,False,False
3651054,gate_40,19,True,False
3657431,gate_40,53,True,False
3658054,gate_30,13,False,False
3658336,gate_40,416,True,True
3662964,gate_30,1,False,False
3667135,gate_30,121,True,True
3672135,gate_30,281,True,True
3677753,gate_30,43,False,True
3683333,gate_30,105,True,False
3683580,gate_40,13,False,False
3688845,gate_30,52,True,False
3690075,gate_40,1,False,False
3697701,gate_40,53,True,False
3710255,gate_30,50,True,False
3710608,gate_40,9,False,False
3711495,gate_30,58,False,False
3711697,gate_40,106,False,True
3712391,gate_40,7,False,False
3712830,gate_30,70,True,False
3713699,gate_30,0,False,False
3713945,gate_40,0,False,False
3715353,gate_30,136,True,True
3716205,gate_40,18,False,False
3718893,gate_40,112,True,True
3719274,gate_30,28,False,False
3730284,gate_30,4,False,False
3732169,gate_40,25,False,True
3734195,gate_40,5,False,False
3734754,gate_40,10,False,False
3738748,gate_30,23,True,False
3741214,gate_30,11,True,False
3741459,gate_40,4,False,False
3743935,gate_40,97,True,False
3746335,gate_30,33,True,False
3754329,gate_40,134,True,True
3755803,gate_30,9,False,False
3758883,gate_30,5,False,False
3759295,gate_40,6,False,False
3766119,gate_40,165,True,False
3769334,gate_30,16,False,False
3771467,gate_40,253,True,True
3772171,gate_30,42,False,False
3785229,gate_40,191,False,True
3787368,gate_30,3,False,False
3788493,gate_40,18,False,False
3790671,gate_30,11,True,False
3797236,gate_30,16,False,False
3797327,gate_30,20,False,False
3799454,gate_40,32,True,False
3800458,gate_30,7,False,False
3800493,gate_40,160,True,False
3803682,gate_30,1,False,False
3809518,gate_40,37,True,False
3817820,gate_40,5,False,False
3821585,gate_30,1,False,False
3822658,gate_30,7,False,False
3827212,gate_30,9,False,False
3837805,gate_40,9,False,False
3844492,gate_30,30,True,False
3845868,gate_30,74,True,True
3846488,gate_30,3,False,False
3848359,gate_40,348,True,True
3851133,gate_30,5,False,False
3851335,gate_40,16,False,False
3858111,gate_40,26,False,False
3860369,gate_40,20,False,False
3863986,gate_40,7,False,False
3864751,gate_30,1,False,False
3865887,gate_40,0,False,False
3866011,gate_30,1,False,False
3866715,gate_40,160,True,True
3871823,gate_40,2,False,False
3874967,gate_40,13,False,False
3879822,gate_30,4,False,False
3882100,gate_40,1,True,False
3882822,gate_40,49,True,True
3883627,gate_40,4,False,False
3895195,gate_30,31,True,False
3896967,gate_40,44,False,False
3899856,gate_40,134,False,True
3911517,gate_30,20,True,False
3916383,gate_40,4,False,False
3918557,gate_40,10,False,False
3921457,gate_40,253,True,True
3921730,gate_40,107,False,False
3921961,gate_30,8,False,False
3922088,gate_30,19,False,False
3924200,gate_30,6,False,False
3924941,gate_30,6,True,False
3927183,gate_30,7,False,False
3927831,gate_40,56,True,False
3935299,gate_30,17,False,False
3936020,gate_30,5,False,False
3937667,gate_30,185,True,True
3942059,gate_30,88,True,True
3944502,gate_30,5,False,False
3949312,gate_30,25,True,True
3949825,gate_40,57,True,False
3954889,gate_40,95,False,False
3955368,gate_30,1,False,False
3958686,gate_40,1,False,False
3959079,gate_30,10,True,False
3961473,gate_30,15,True,False
3965451,gate_40,16,False,False
3969655,gate_40,21,True,False
3973919,gate_40,7,False,False
3974736,gate_40,408,True,True
3976958,gate_30,69,True,True
3977248,gate_40,15,False,False
3985448,gate_30,72,True,False
3988384,gate_30,33,False,False
3989159,gate_40,6,False,False
3995368,gate_40,34,True,False
3995964,gate_30,39,True,False
3996854,gate_40,1,False,False
4003448,gate_30,25,True,False
4004656,gate_30,26,False,False
4005243,gate_30,0,False,False
4007459,gate_30,220,True,True
4008631,gate_30,5,False,False
4014739,gate_40,3,False,False
4015036,gate_40,5,True,False
4015549,gate_30,50,True,True
4016312,gate_40,2,False,False
4018913,gate_30,47,False,False
4022535,gate_30,126,True,True
4023010,gate_40,17,False,False
4023626,gate_30,62,True,False
4024824,gate_40,195,True,True
4027803,gate_30,2,False,False
4027955,gate_40,0,False,False
4030378,gate_40,7,True,False
4031160,gate_30,4,False,False
4032641,gate_30,26,False,False
4032753,gate_30,26,True,False
4035303,gate_40,3,False,False
4044720,gate_30,62,False,False
4050308,gate_30,10,True,False
4055231,gate_40,5,False,False
4058938,gate_40,27,False,False
4065857,gate_40,38,False,False
4066169,gate_40,16,False,False
4066289,gate_40,10,True,False
4067409,gate_30,1,False,False
4067576,gate_30,26,False,False
4068660,gate_40,8,False,True
4071628,gate_30,144,True,True
4075044,gate_40,254,True,True
4080086,gate_30,18,False,False
4085383,gate_30,2,False,False
4089901,gate_30,1,False,False
4090139,gate_30,33,True,False
4093284,gate_40,0,False,False
4100704,gate_40,95,True,True
4100900,gate_40,139,True,False
4101624,gate_30,88,True,False
4102016,gate_40,20,True,False
4102514,gate_40,18,False,False
4103904,gate_30,126,True,False
4106158,gate_30,2,False,False
4113599,gate_40,43,False,False
4117634,gate_30,25,True,False
4121429,gate_30,2,False,False
4122786,gate_30,17,False,False
4124361,gate_40,29,True,True
4152223,gate_40,8,False,False
4153499,gate_30,39,True,False
4154270,gate_30,30,True,False
4156698,gate_30,55,False,False
4157383,gate_40,5,False,False
4161057,gate_30,9,False,False
4174669,gate_30,4,False,False
4175810,gate_40,6,False,False
4178019,gate_40,74,True,False
4178346,gate_30,605,True,True
4178692,gate_40,61,False,False
4179215,gate_30,7,False,False
4186426,gate_40,2,False,False
4189657,gate_30,142,True,True
4189820,gate_40,1,False,False
4192558,gate_40,5,True,True
4192708,gate_30,0,False,False
4194870,gate_30,35,True,True
4196110,gate_40,20,False,False
4201668,gate_30,148,False,False
4201922,gate_40,43,True,False
4203882,gate_40,2,False,False
4205580,gate_30,7,False,False
4205638,gate_30,0,False,False
4207596,gate_30,346,True,True
4209753,gate_40,8,False,False
4223191,gate_30,15,True,False
4228247,gate_30,5,False,False
4238003,gate_40,19,False,False
4243255,gate_30,604,True,True
4243712,gate_30,9,True,False
4246112,gate_30,123,False,True
4248812,gate_30,12,False,False
4251908,gate_40,26,False,False
4254730,gate_30,3,False,False
4255674,gate_30,34,True,False
4266107,gate_30,1,False,False
4268127,gate_40,0,False,False
4271849,gate_30,5,False,False
4273457,gate_40,8,False,False
4274153,gate_40,3,False,False
4275542,gate_30,150,True,False
4277875,gate_30,468,True,True
4285043,gate_30,3,False,False
4287553,gate_40,141,True,False
4291585,gate_30,3,True,False
4295860,gate_40,2,False,False
4305213,gate_30,114,True,False
4306830,gate_40,64,True,False
4307442,gate_30,95,True,False
4308312,gate_30,9,True,True
4309602,gate_40,88,True,True
4316587,gate_40,260,True,True
4317373,gate_30,79,True,True
4318111,gate_30,6,False,False
4319002,gate_30,114,True,False
4322956,gate_30,15,True,False
4325547,gate_30,39,False,True
4334931,gate_30,7,False,False
4335420,gate_30,34,True,True
4335659,gate_40,229,True,True
4338177,gate_30,70,True,False
4342536,gate_30,8,True,False
4345152,gate_40,65,True,True
4347835,gate_30,11,False,False
4349867,gate_40,430,True,False
4357456,gate_30,104,False,False
4367383,gate_40,4,False,False
4371221,gate_40,55,False,False
4375546,gate_40,161,True,True
4381639,gate_40,8,False,False
4383162,gate_30,23,True,False
4383388,gate_30,6,True,False
4386372,gate_30,155,True,True
4388126,gate_40,11,True,False
4396279,gate_40,4,False,False
4402732,gate_40,103,True,False
4403907,gate_30,25,True,False
4406537,gate_40,320,True,True
4407304,gate_40,4,False,False
4409757,gate_30,8,False,False
4411551,gate_40,9,False,True
4420666,gate_40,19,False,False
4420781,gate_40,124,True,True
4422457,gate_30,7,False,False
4422713,gate_40,126,True,False
4423374,gate_40,96,False,True
4433154,gate_30,11,False,False
4433312,gate_30,14,True,False
4437166,gate_30,294,True,True
4444271,gate_40,247,True,True
4446825,gate_40,2,False,False
4449481,gate_30,51,True,False
4451998,gate_30,41,True,False
4455503,gate_40,11,True,True
4456296,gate_40,2,False,False
4459321,gate_30,20,False,False
4461696,gate_30,10,False,False
4465944,gate_30,4,False,False
4467115,gate_30,1,False,False
4472088,gate_30,6,False,False
4472383,gate_30,259,True,True
4473927,gate_40,90,True,True
4475080,gate_30,10,False,False
4475379,gate_40,29,True,False
4476659,gate_30,9,False,False
4482786,gate_30,18,False,False
4483044,gate_40,87,True,True
4486568,gate_40,1,False,False
4486756,gate_40,57,True,False
4487293,gate_40,0,False,False
4496010,gate_40,92,False,True
4496597,gate_40,287,True,True
4497357,gate_40,11,False,False
4497498,gate_40,7,False,False
4505342,gate_30,224,True,False
4511055,gate_30,165,True,True
4514233,gate_30,14,True,False
4518676,gate_30,51,False,True
4522696,gate_40,7,False,False
4525624,gate_40,27,True,False
4536900,gate_30,22,True,False
4538612,gate_30,119,True,False
4541474,gate_30,1,False,False
4545416,gate_30,36,False,True
4548177,gate_40,1,False,False
4549466,gate_30,86,True,True
4555872,gate_40,13,True,False
4561560,gate_40,1,False,False
4565388,gate_30,4,False,False
4570054,gate_30,2,False,False
4573509,gate_30,104,True,False
4575998,gate_30,159,True,False
4581905,gate_30,100,True,True
4582749,gate_30,33,True,False
4584760,gate_30,10,False,False
4587284,gate_40,17,False,False
4588073,gate_40,21,True,False
4588215,gate_30,4,False,False
4591894,gate_40,11,False,False
4596914,gate_30,65,True,False
4601137,gate_40,10,False,False
4606309,gate_40,13,False,False
4607021,gate_30,218,True,True
4609684,gate_40,1,False,False
4609707,gate_40,15,False,False
4619676,gate_30,66,True,True
4627407,gate_40,75,True,True
4638330,gate_30,5,False,False
4638717,gate_30,19,False,False
4640937,gate_30,0,False,False
4641131,gate_40,8,False,False
4646442,gate_40,151,True,True
4649234,gate_30,214,True,True
4663728,gate_40,3,False,False
4667488,gate_40,24,True,False
4668858,gate_40,22,True,False
4673158,gate_40,6,False,False
4674694,gate_30,63,True,False
4678618,gate_40,10,True,False
4681740,gate_40,10,False,False
4686946,gate_30,41,True,False
4687376,gate_30,17,False,False
4688952,gate_30,0,False,False
4689355,gate_30,255,True,True
4689712,gate_30,23,True,False
4690636,gate_40,99,True,False
4692141,gate_40,11,True,False
4694450,gate_40,3,False,False
4698447,gate_30,9,False,False
4698751,gate_30,33,True,False
4698785,gate_40,9,False,False
4705082,gate_30,72,True,False
4707401,gate_30,2,False,False
4708261,gate_30,6,False,False
4709114,gate_40,184,True,True
4710179,gate_30,96,True,False
4712258,gate_30,28,False,False
4714025,gate_40,67,False,False
4716139,gate_40,10,False,False
4731210,gate_30,68,True,False
4731595,gate_40,58,True,False
4733383,gate_40,94,True,True
4734836,gate_40,93,True,True
4739669,gate_30,2,False,False
4740502,gate_40,13,False,False
4743461,gate_30,1,False,False
4749557,gate_40,56,True,True
4751034,gate_40,6,False,False
4755872,gate_40,7,False,False
4763522,gate_30,50,True,False
4763530,gate_40,53,True,True
4764713,gate_30,53,True,True
4765498,gate_40,169,True,False
4766964,gate_40,39,False,True
4768222,gate_40,365,True,True
4770209,gate_30,1,False,False
4778579,gate_30,64,False,False
4787660,gate_30,98,True,False
4793769,gate_30,10,True,False
4801563,gate_40,6,False,False
4801714,gate_30,44,True,False
4803093,gate_30,9,False,False
4811913,gate_40,3,False,False
4812344,gate_40,213,True,False
4822169,gate_30,3,False,False
4822516,gate_30,49,True,False
4834488,gate_30,57,True,False
4844031,gate_30,8,False,False
4850635,gate_30,858,True,True
4852575,gate_40,9,True,False
4852858,gate_30,49,True,False
4853513,gate_30,6,False,False
4858416,gate_30,6,False,False
4859611,gate_30,2,False,False
4861559,gate_30,9,False,False
4864217,gate_40,620,True,True
4868132,gate_30,7,False,False
4871846,gate_30,222,True,True
4882122,gate_30,86,True,True
4882750,gate_30,3,False,False
4889687,gate_40,69,True,False
4890932,gate_30,33,True,False
4891582,gate_40,67,True,True
4896751,gate_30,3,False,False
4901380,gate_40,14,False,False
4903302,gate_40,123,True,False
4904114,gate_40,73,True,False
4912637,gate_40,0,False,False
4914033,gate_40,56,True,False
4918269,gate_30,8,False,False
4922185,gate_40,1,False,False
4926938,gate_40,21,False,False
4927174,gate_30,34,True,False
4931251,gate_40,6,False,False
4934286,gate_40,183,True,True
4935774,gate_30,13,False,False
4939381,gate_40,80,True,False
4940302,gate_40,4,False,False
4946289,gate_30,227,True,True
4963109,gate_30,17,True,False
4963515,gate_40,3,False,False
4966562,gate_30,21,True,False
4967487,gate_30,57,True,False
4975501,gate_30,26,True,False
4975771,gate_40,23,False,False
4978132,gate_30,26,True,False
4978766,gate_40,32,True,False
4980454,gate_30,1,False,False
4983390,gate_40,10,False,False
4984039,gate_30,28,True,False
4985802,gate_30,1,False,False
4993469,gate_30,12,False,False
4997616,gate_30,1,False,False
4998722,gate_30,8,False,False
5003801,gate_30,8,False,False
5003873,gate_40,269,True,True
5004512,gate_40,7,False,False
5006897,gate_40,13,False,False
5007028,gate_40,1,False,False
5009975,gate_40,26,True,False
5013150,gate_30,4,False,False
5024440,gate_40,28,True,False
5025453,gate_40,6,False,False
5026432,gate_40,2,False,False
5030462,gate_40,306,True,True
5032188,gate_40,15,True,False
5033505,gate_30,3,False,False
5033763,gate_40,111,False,False
5040088,gate_30,16,True,False
5058545,gate_30,3,False,False
5058658,gate_30,9,False,False
5058935,gate_40,69,True,False
5059118,gate_30,25,False,False
5059773,gate_30,0,False,False
5060106,gate_30,2,False,False
5060722,gate_40,6,False,False
5061702,gate_40,1,False,False
5062790,gate_30,46,True,False
5063340,gate_30,100,True,False
5064115,gate_30,161,True,False
5064875,gate_30,5,False,False
5066640,gate_30,76,True,True
5070170,gate_40,37,True,False
5075272,gate_30,11,True,False
5075556,gate_30,18,True,True
5075948,gate_40,181,True,True
5079255,gate_40,5,False,False
5080095,gate_30,65,True,False
5082682,gate_40,7,False,False
5086486,gate_40,4,False,False
5086938,gate_30,27,False,False
5088013,gate_30,7,False,False
5091905,gate_30,143,True,True
5098741,gate_30,12,False,False
5100066,gate_40,68,True,False
5102594,gate_30,31,False,False
5103204,gate_40,7,False,False
5110654,gate_40,131,True,False
5113390,gate_30,1,False,False
5118810,gate_30,28,True,False
5120130,gate_40,6,False,False
5122158,gate_30,478,True,True
5122641,gate_30,5,False,False
5126059,gate_30,838,True,True
5126832,gate_30,28,False,False
5127338,gate_30,97,False,False
5127529,gate_40,17,False,False
5130750,gate_30,9,True,False
5130992,gate_40,1,False,False
5131990,gate_40,2,False,False
5134166,gate_30,59,True,False
5138240,gate_40,9,False,False
5142321,gate_30,110,True,False
5146029,gate_40,6,False,False
5147596,gate_40,5,False,False
5149033,gate_40,2,False,False
5160611,gate_40,32,False,False
5171844,gate_30,41,True,False
5180980,gate_40,12,False,False
5187560,gate_40,7,False,False
5187893,gate_30,13,True,False
5190059,gate_40,23,True,False
5193778,gate_30,1,False,False
5195913,gate_30,6,False,False
5211696,gate_40,46,True,False
5214033,gate_30,50,False,True
5217733,gate_30,20,False,False
5218345,gate_30,21,True,True
5219657,gate_30,5,False,False
5222024,gate_40,9,False,False
5229811,gate_30,2,False,False
5236072,gate_30,247,True,False
5236888,gate_40,44,True,False
5237280,gate_30,4,False,False
5240294,gate_30,11,False,False
5261726,gate_30,44,True,False
5267655,gate_30,53,True,False
5268566,gate_40,8,False,False
5272697,gate_40,56,True,True
5274046,gate_30,55,True,True
5274161,gate_30,186,True,True
5274793,gate_30,15,False,False
5275276,gate_40,10,False,False
5275430,gate_40,11,False,False
5280093,gate_40,65,True,True
5282556,gate_30,195,True,True
5283158,gate_40,70,True,False
5289473,gate_40,12,False,False
5290959,gate_40,231,True,False
5296968,gate_40,20,True,False
5297245,gate_30,4,False,False
5298269,gate_30,2,False,False
5298361,gate_40,7,True,False
5303809,gate_40,2,False,False
5308311,gate_30,97,False,True
5310060,gate_30,0,False,False
5311995,gate_30,6,False,False
5313409,gate_40,18,False,False
5315716,gate_40,1,False,False
5319253,gate_30,2,False,False
5321990,gate_40,14,True,True
5323722,gate_40,49,False,False
5323753,gate_30,17,True,False
5326459,gate_30,25,True,False
5329307,gate_40,7,False,False
5330777,gate_30,17,True,False
5333519,gate_30,277,True,True
5334078,gate_40,15,True,False
5341057,gate_40,85,True,True
5345958,gate_40,1,False,False
5347692,gate_30,35,True,True
5353145,gate_30,151,True,True
5357843,gate_40,18,False,False
5367385,gate_30,37,True,False
5369262,gate_30,56,True,False
5369917,gate_40,7,False,False
5384008,gate_30,4,False,False
5389442,gate_30,3,False,False
5391531,gate_40,13,False,False
5394205,gate_30,7,False,False
5395068,gate_30,4,False,False
5395726,gate_30,23,False,False
5397489,gate_40,6,False,False
5408458,gate_40,51,True,False
5411521,gate_40,40,False,False
5411731,gate_40,10,True,False
5411922,gate_30,25,False,False
5414130,gate_30,3,False,False
5414635,gate_40,56,True,True
5415684,gate_40,73,True,False
5419244,gate_40,3,False,False
5424299,gate_30,1,True,False
5426406,gate_40,159,True,True
5426508,gate_30,3,False,False
5427026,gate_30,10,True,False
5436660,gate_40,155,True,True
5437280,gate_30,71,True,False
5437955,gate_30,30,True,False
5441652,gate_40,56,False,True
5444040,gate_40,29,False,False
5445225,gate_30,3,False,False
5450491,gate_30,11,False,False
5451171,gate_30,2,False,False
5452846,gate_30,12,False,False
5454495,gate_30,6,False,False
5454982,gate_40,16,False,False
5457515,gate_30,91,True,False
5459862,gate_40,105,True,True
5467692,gate_30,48,True,False
5473552,gate_30,1,False,False
5475464,gate_40,15,True,False
5487976,gate_30,20,True,True
5488090,gate_40,14,True,False
5493748,gate_40,23,True,False
5498769,gate_30,7,False,False
5498979,gate_30,8,False,False
5503066,gate_30,10,True,False
5506428,gate_40,35,True,False
5507699,gate_40,10,False,False
5508165,gate_40,8,False,False
5513693,gate_30,34,False,False
5515545,gate_30,48,True,False
5516257,gate_40,3,False,False
5519273,gate_40,6,False,False
5520254,gate_40,639,True,True
5524036,gate_30,3,False,False
5527013,gate_30,8,False,False
5529856,gate_30,4,False,False
5531903,gate_30,30,False,False
5531978,gate_40,4,False,False
5533271,gate_30,7,False,False
5536496,gate_40,3,False,True
5541038,gate_40,21,False,False
5543325,gate_40,3,False,False
5543773,gate_30,1,True,False
5548837,gate_30,5,True,False
5561318,gate_40,10,False,False
5563087,gate_40,6,True,False
5563946,gate_30,270,True,True
5568657,gate_30,1,False,False
5569146,gate_40,88,False,True
5571827,gate_30,16,True,False
5573577,gate_40,46,True,False
5577796,gate_40,5,False,False
5577957,gate_40,7,False,False
5593170,gate_40,2,False,False
5602315,gate_40,1,False,False
5604709,gate_30,10,False,False
5607182,gate_40,26,True,True
5607638,gate_30,4,False,False
5608517,gate_40,29,True,False
5610569,gate_30,133,True,True
5610744,gate_40,293,False,True
5615902,gate_40,787,True,True
5625118,gate_30,16,False,False
5626256,gate_40,0,False,False
5626733,gate_40,32,False,False
5627602,gate_40,10,False,False
5629175,gate_30,54,True,False
5630081,gate_40,10,True,False
5635663,gate_30,1,False,False
5637532,gate_40,66,False,False
5648127,gate_40,1,False,False
5650695,gate_30,125,True,False
5654828,gate_30,0,False,False
5657156,gate_40,74,False,True
5663943,gate_30,17,True,False
5670667,gate_30,5,False,False
5670891,gate_40,10,True,False
5671808,gate_30,140,True,False
5682876,gate_40,25,False,False
5683944,gate_40,13,False,False
5684093,gate_40,4,False,False
5685759,gate_40,6,False,False
5685761,gate_30,2,False,False
5686282,gate_40,15,False,False
5687020,gate_30,16,True,False
5687635,gate_30,18,True,True
5689018,gate_30,32,True,False
5697235,gate_30,18,False,True
5698718,gate_30,5,False,False
5703695,gate_30,40,False,False
5706026,gate_30,6,True,False
5706761,gate_40,6,False,False
5711800,gate_30,5,False,False
5712325,gate_40,14,False,False
5712828,gate_40,5,False,False
5714175,gate_30,16,False,False
5717145,gate_30,1,False,False
5721077,gate_40,2,False,False
5723798,gate_40,12,True,False
5727314,gate_40,7,False,False
5729318,gate_30,29,False,True
5733823,gate_40,4,False,False
5737372,gate_40,34,True,False
5740529,gate_40,7,True,False
5740799,gate_40,131,True,False
5741197,gate_30,23,True,False
5748327,gate_40,16,False,True
5748385,gate_30,7,False,False
5753796,gate_30,11,False,False
5763047,gate_40,22,True,False
5764480,gate_30,25,True,False
5770254,gate_30,9,False,False
5770710,gate_40,73,False,False
5773550,gate_40,7,True,False
5776482,gate_30,2,False,False
5783607,gate_40,4,True,False
5787328,gate_30,16,True,False
5788843,gate_40,3,False,False
5797313,gate_40,5,True,False
5798681,gate_40,266,True,True
5802791,gate_40,0,False,False
5802856,gate_30,4,False,False
5813362,gate_40,23,True,False
5815666,gate_40,111,True,False
5816083,gate_30,89,True,False
5817760,gate_40,20,False,False
5822045,gate_30,56,True,False
5823468,gate_30,2,False,False
5834343,gate_40,356,False,True
5834351,gate_40,32,True,False
5835829,gate_30,19,True,True
5839182,gate_40,9,False,False
5845564,gate_30,239,True,False
5850060,gate_40,6,False,False
5851432,gate_40,1,False,False
5854051,gate_40,53,True,False
5856141,gate_40,2,False,False
5863381,gate_30,10,False,False
5867478,gate_40,70,True,False
5867761,gate_40,1,False,False
5867894,gate_40,3,False,False
5873939,gate_30,2,False,False
5875974,gate_40,16,True,False
5880193,gate_30,11,True,False
5880457,gate_30,16,True,False
5885371,gate_30,36,True,False
5885565,gate_30,25,True,False
5887256,gate_30,54,True,False
5889036,gate_30,12,False,False
5890406,gate_30,5,False,False
5890770,gate_30,16,True,False
5892558,gate_30,22,True,False
5893555,gate_30,420,True,True
5893841,gate_40,8,True,False
5894966,gate_40,70,True,True
5901338,gate_30,4,True,False
5901427,gate_40,279,True,True
5901525,gate_40,11,False,False
5901669,gate_40,126,True,True
5904565,gate_40,34,False,False
5905563,gate_40,19,True,False
5905749,gate_30,23,True,False
5906823,gate_30,12,False,False
5907644,gate_40,29,True,True
5922527,gate_40,34,True,False
5922704,gate_40,6,True,False
5925385,gate_30,1,False,False
5925847,gate_40,3,False,False
5926272,gate_40,12,False,False
5949123,gate_30,101,True,False
5950592,gate_30,4,False,False
5950782,gate_30,129,True,True
5955241,gate_40,0,False,False
5958807,gate_40,72,True,True
5962994,gate_30,213,True,False
5964352,gate_30,90,False,True
5965603,gate_40,0,False,False
5967330,gate_40,15,False,False
5973371,gate_30,1,False,False
5978659,gate_30,6,False,False
5979050,gate_40,2,False,False
5981370,gate_30,5,False,False
5982717,gate_40,22,True,False
5984326,gate_40,1,False,False
5992345,gate_40,2,False,False
5996676,gate_30,8,False,False
5998557,gate_40,9,False,False
6004140,gate_30,125,True,True
6006229,gate_40,7,False,False
6006359,gate_30,5,False,False
6014608,gate_30,53,True,False
6017383,gate_40,38,True,True
6018123,gate_40,23,False,False
6019659,gate_30,9,False,False
6024205,gate_40,457,True,True
6029352,gate_30,1,False,False
6034847,gate_40,5,False,True
6036498,gate_30,6,False,False
6037255,gate_40,12,True,False
6041165,gate_30,8,True,False
6041910,gate_40,0,False,False
6043865,gate_30,23,True,False
6045028,gate_40,70,True,True
6047863,gate_40,2,False,False
6053135,gate_40,9,True,False
6058588,gate_30,7,False,False
6059914,gate_30,2,False,False
6063400,gate_40,4,False,False
6064422,gate_40,35,False,False
6067319,gate_30,1,False,False
6069531,gate_30,1095,True,True
6073481,gate_30,2,False,False
6076027,gate_30,143,True,True
6082280,gate_40,17,False,False
6082932,gate_40,33,True,False
6087185,gate_30,111,False,False
6089565,gate_30,234,True,True
6090303,gate_40,2,False,False
6095160,gate_30,245,True,True
6095938,gate_30,199,True,False
6098475,gate_40,1,False,False
6104664,gate_40,8,False,False
6105318,gate_30,92,True,True
6106172,gate_30,24,False,False
6108764,gate_40,11,False,False
6113349,gate_40,3,False,False
6117195,gate_30,1,False,False
6127367,gate_40,5,False,False
6129197,gate_30,18,False,False
6148552,gate_40,566,True,False
6151239,gate_30,35,True,True
6160521,gate_40,3,True,False
6160804,gate_40,114,True,False
6162488,gate_30,65,True,False
6178204,gate_30,1,False,False
6180534,gate_30,134,True,True
6181673,gate_30,50,True,True
6184311,gate_40,5,False,False
6190911,gate_40,1,False,False
6191526,gate_40,9,False,False
6192573,gate_30,50,True,True
6199071,gate_40,13,True,False
6200778,gate_30,140,True,True
6203195,gate_30,37,False,False
6218199,gate_30,15,False,False
6223532,gate_40,5,False,False
6226586,gate_40,0,False,False
6228931,gate_30,43,True,False
6229196,gate_30,20,False,False
6232871,gate_30,15,False,False
6236991,gate_30,61,True,True
6241940,gate_40,55,False,False
6242063,gate_40,1,False,False
6254812,gate_30,66,True,True
6258922,gate_30,13,False,False
6260723,gate_40,40,True,False
6261693,gate_40,35,True,False
6266914,gate_30,19,False,True
6267188,gate_40,73,True,True
